effectiveDate,closeValue
05/29/1896,40.63
06/30/1896,36.15
07/31/1896,32.02
08/31/1896,31.97
09/30/1896,36.05
10/31/1896,39.53
11/30/1896,41
12/31/1896,40.45
01/30/1897,42.56
02/27/1897,41.71
03/31/1897,39.47
04/30/1897,38.96
05/29/1897,39.91
06/30/1897,44.1
07/31/1897,47.88
08/31/1897,54.81
09/30/1897,50.98
10/30/1897,49.03
11/30/1897,47.46
12/31/1897,49.41
01/31/1898,50.01
02/28/1898,46.17
03/31/1898,45.42
04/30/1898,46
05/31/1898,52.74
06/30/1898,52.62
07/30/1898,54.2
08/31/1898,60.35
09/30/1898,53.44
10/31/1898,55.43
11/30/1898,57.2
12/30/1898,60.52
01/31/1899,64.35
02/28/1899,66.78
03/30/1899,74.33
04/29/1899,76.71
05/31/1899,67.51
06/30/1899,70.38
07/31/1899,73.73
08/31/1899,75.66
09/28/1899,72.87
10/31/1899,74.97
11/29/1899,75.55
12/30/1899,66.08
01/31/1900,66.13
02/28/1900,63.96
03/31/1900,66.02
04/30/1900,61.33
05/31/1900,59.1
06/30/1900,54.93
07/31/1900,56.8
08/31/1900,57.81
09/29/1900,54.27
10/31/1900,59.04
11/30/1900,66.59
12/31/1900,70.71
01/31/1901,66.81
02/28/1901,67
03/30/1901,69.92
04/30/1901,75.8
05/31/1901,75.77
06/29/1901,77.94
07/31/1901,71.63
08/30/1901,73.47
09/30/1901,66.66
10/31/1901,64.45
11/30/1901,65.01
12/31/1901,64.56
01/31/1902,64.95
02/28/1902,64.81
03/31/1902,67.19
04/30/1902,67.01
05/29/1902,66.42
06/30/1902,64.31
07/31/1902,65.82
08/29/1902,66.28
09/30/1902,66.15
10/31/1902,66.05
11/29/1902,62.05
12/31/1902,64.29
01/31/1903,65.18
02/28/1903,66.19
03/31/1903,63.64
04/30/1903,63.78
05/29/1903,60.27
06/30/1903,59.08
07/31/1903,50.76
08/31/1903,53.19
09/30/1903,45.8
10/31/1903,45.13
11/30/1903,44.33
12/31/1903,49.11
01/30/1904,48.91
02/29/1904,47.53
03/31/1904,49.12
04/30/1904,48.8
05/31/1904,48.18
06/30/1904,49.25
07/30/1904,52.13
08/31/1904,54.57
09/30/1904,57.59
10/31/1904,63.03
11/30/1904,72.02
12/31/1904,69.61
01/31/1905,71.33
02/28/1905,75.15
03/31/1905,80.02
04/29/1905,76.08
05/31/1905,74.32
06/30/1905,76.87
07/31/1905,81.7
08/31/1905,80.63
09/30/1905,81.9
10/31/1905,83.77
11/29/1905,89.89
12/30/1905,96.2
01/31/1906,100.69
02/28/1906,93.94
03/31/1906,96.95
04/30/1906,90.53
05/31/1906,93.75
06/30/1906,87.01
07/31/1906,92.41
08/31/1906,94.01
09/29/1906,94.84
10/31/1906,92.91
11/30/1906,95.12
12/31/1906,94.35
01/31/1907,91.7
02/28/1907,90.54
03/29/1907,80.15
04/30/1907,84.3
05/31/1907,78.1
06/29/1907,80.36
07/31/1907,78.87
08/30/1907,72.28
09/30/1907,67.72
10/31/1907,57.7
11/30/1907,58.41
12/31/1907,58.75
01/31/1908,62.7
02/29/1908,60.54
03/31/1908,67.51
04/30/1908,69.55
05/29/1908,72.76
06/30/1908,72.59
07/31/1908,80.34
08/31/1908,84.66
09/30/1908,79.93
10/31/1908,82.53
11/30/1908,87.3
12/31/1908,86.15
01/30/1909,84.09
02/27/1909,81.85
03/31/1909,86.12
04/30/1909,88.29
05/28/1909,92.18
06/30/1909,92.28
07/31/1909,96.79
08/31/1909,97.9
09/30/1909,99.55
10/30/1909,99.07
11/30/1909,96.02
12/31/1909,99.05
01/31/1910,91.91
02/28/1910,91.34
03/31/1910,89.71
04/30/1910,86.2
05/31/1910,86.32
06/30/1910,81.18
07/30/1910,76.48
08/31/1910,79.68
09/30/1910,79.72
10/31/1910,84.77
11/30/1910,82.52
12/31/1910,81.36
01/31/1911,84.93
02/28/1911,85.02
03/31/1911,83.27
04/29/1911,83.65
05/31/1911,85.55
06/30/1911,85.98
07/31/1911,86.02
08/31/1911,79.25
09/30/1911,76.31
10/31/1911,75.79
11/29/1911,80.97
12/30/1911,81.68
01/31/1912,80.19
02/29/1912,81.4
03/30/1912,88.27
04/30/1912,90.3
05/31/1912,88.01
06/29/1912,90.92
07/31/1912,89.71
08/30/1912,91.57
09/30/1912,94.15
10/31/1912,90.71
11/30/1912,91.4
12/31/1912,87.87
01/31/1913,83.72
02/28/1913,80.32
03/31/1913,80.92
04/30/1913,78.54
05/29/1913,78.38
06/30/1913,74.89
07/31/1913,78.48
08/29/1913,81.81
09/30/1913,80.37
10/31/1913,78.3
11/29/1913,75.94
12/31/1913,78.78
01/31/1914,82.85
02/28/1914,82.26
03/31/1914,82.39
04/30/1914,79.12
05/29/1914,81.57
06/30/1914,80.66
07/30/1914,71.42
12/31/1914,54.58
01/30/1915,57.16
02/27/1915,55.18
03/31/1915,60.83
04/30/1915,71.78
05/29/1915,64.67
06/30/1915,70.06
07/31/1915,75.34
08/31/1915,81.2
09/30/1915,90.58
10/30/1915,96.02
11/30/1915,96.71
12/31/1915,99.15
01/31/1916,90.58
02/29/1916,91.03
03/31/1916,93.25
04/29/1916,89.78
05/31/1916,91.8
06/30/1916,89.58
07/31/1916,89.25
08/31/1916,92.25
09/30/1916,102.9
10/31/1916,104.61
11/29/1916,105.97
12/29/1916,95
01/31/1917,95.43
02/28/1917,91.56
03/31/1917,95.41
04/30/1917,93.23
05/31/1917,97.38
06/30/1917,95.87
07/31/1917,91.75
08/31/1917,83.4
09/29/1917,83.81
10/31/1917,74.5
11/30/1917,72.65
12/31/1917,74.38
01/31/1918,79.8
02/28/1918,80.39
03/30/1918,76.72
04/30/1918,77.51
05/31/1918,78.08
06/29/1918,82.68
07/31/1918,81.23
08/31/1918,82.84
09/30/1918,84.68
10/31/1918,85.51
11/30/1918,81.13
12/31/1918,82.2
01/31/1919,80.61
02/28/1919,84.81
03/31/1919,88.85
04/30/1919,92.88
05/29/1919,105.5
06/30/1919,106.98
07/31/1919,107.16
08/29/1919,104.75
09/30/1919,111.42
10/31/1919,118.92
11/29/1919,103.6
12/31/1919,107.23
01/31/1920,103.82
02/28/1920,91.31
03/31/1920,102.81
04/30/1920,93.54
05/29/1920,92.06
06/30/1920,90.76
07/31/1920,86.85
08/31/1920,86.16
09/30/1920,82.95
10/30/1920,84.95
11/30/1920,76.04
12/31/1920,71.95
01/31/1921,76.13
02/28/1921,74.98
03/31/1921,75.76
04/30/1921,78.84
05/31/1921,73.44
06/30/1921,68.45
07/30/1921,68.86
08/31/1921,67.11
09/30/1921,71.08
10/31/1921,73.21
11/30/1921,77.3
12/31/1921,81.1
01/31/1922,81.3
